GDP_Type,Guardium_Version,DataSource,DataSource_Version,VA_supported,Classification_supported,Notes,Download_URL,Readme_URL
GDSC GDSC SaaS,GDSC SaaS,Greenplum,6.21.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-onPremGreenplumdb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,HDFS,3.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-hdfs-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,MariaDB,10.6,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mariadb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,MS SQL Server,14.00.3281.6,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mssql-guardium/MssqlOverJdbcPackage/ONPREMMSSQL_README.md
GDSC GDSC SaaS,GDSC SaaS,MongoDB,4.4,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mongodb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,MySQL,8.0.36,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mysql-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Percona Server for MySQL,5.7.31-34,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mysql-percona-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Neo4j,4.4.3,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-neo4j-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,EDB Postgres,EDB 12,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-onPremPostgres-guardium/EDBPostgres_README.md
GDSC GDSC SaaS,GDSC SaaS,Fujitsu Postgres,FEP 14,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-onPremPostgres-guardium/FEPostgres_README.md
GDSC GDSC SaaS,GDSC SaaS,SAP HANA,2.00.033.00.1535711040,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-saphana-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Yugabyte,2.14,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-yugabyte-guardium/README.md
GDP,GDP 11.5,Oracle,18,,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-oua-guardium/OracleUnifiedAuditPackage/OracleUnifiedAudit/guardium-oua-uc.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.0,Oracle,18,,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-oua-guardium/OracleUnifiedAuditPackage/OracleUnifiedAudit/guardium-oua-uc.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.1,Oracle,18,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.2,Oracle,18,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 11.5,Progressdb,12.6,,,,https://github.ibm.com/Activity-Insights/universal-connectors/raw/master/filter-plugin/logstash-filter-progressdb-guardium/ProgressOverJdbcPackage/logstash-filter-progress_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-progressdb-guardium/README.md
GDP,GDP 12.0,Progressdb,12.6,,,,https://github.ibm.com/Activity-Insights/universal-connectors/raw/master/filter-plugin/logstash-filter-progressdb-guardium/ProgressOverJdbcPackage/logstash-filter-progress_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-progressdb-guardium/README.md
GDP,GDP 12.1,Progressdb,12.6,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-progressdb-guardium/README.md
GDP,GDP 12.2,Progressdb,12.6,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-progressdb-guardium/README.md
GDP,GDP 11.5,Couchbase,7.2.5-7596,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.0,Couchbase,7.2.5-7596,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.1,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.2,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.3.0,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.4.0,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.5.0,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.6.0,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Couchbase,7.2.5-7596,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 11.5,Couchbase,7.6.1-3200,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.0,Couchbase,7.6.1-3200,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.1,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.2,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.3.0,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.4.0,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.5.0,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.6.0,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Couchbase,7.6.1-3200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 11.5,Couchbase,7.6.3-4200,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.0,Couchbase,7.6.3-4200,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.1,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.2,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.3.0,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.4.0,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.5.0,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.6.0,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Couchbase,7.6.3-4200,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 11.5,Couchbase,7.6.4-5146,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.0,Couchbase,7.6.4-5146,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.1,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 12.2,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.3.0,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.4.0,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.5.0,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC,GDSC 3.6.0,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDSC GDSC SaaS,GDSC SaaS,Couchbase,7.6.4-5146,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
GDP,GDP 11.5,Oracle,19c,,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-oua-guardium/OracleUnifiedAuditPackage/OracleUnifiedAudit/guardium-oua-uc.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.0,Oracle,19c,,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-oua-guardium/OracleUnifiedAuditPackage/OracleUnifiedAudit/guardium-oua-uc.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.1,Oracle,19c,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.2,Oracle,19c,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 11.5,Oracle,21,,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-oua-guardium/OracleUnifiedAuditPackage/OracleUnifiedAudit/guardium-oua-uc.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.0,Oracle,21,,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-oua-guardium/OracleUnifiedAuditPackage/OracleUnifiedAudit/guardium-oua-uc.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.1,Oracle,21,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.2,Oracle,21,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 11.5,Teradata,16.2,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.0,Teradata,16.2,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.1,Teradata,16.2,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Teradata,16.2,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.5,Teradata,17.2,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.0,Teradata,17.2,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.1,Teradata,17.2,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Teradata,17.2,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,TrinoDB,1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-trino-guardium/README.md
GDP,GDP 12.1,Oracle ExaCC,19c,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.2,Oracle ExaCC,19c,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-oua-guardium/README.md
GDP,GDP 12.0,SingleStore(formerly MemSQL),8.7.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-singlestore-guardium/README.md
GDP,GDP 12.1,SingleStore(formerly MemSQL),8.7.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-singlestore-guardium/README.md
GDP,GDP 12.2,SingleStore(formerly MemSQL),8.7.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-singlestore-guardium/README.md
GDP,GDP 12.2,Milvus,2.4.4,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-milvus-guardium/README.md
GDP,GDP 12.2,Sybase ASE,16,,,,,https://github.com/IBM/universal-connectors/blob/main/docs/KafkaBasedUCs/SybaseJDBCKafkaConnect.md
GDP,GDP 12.1,DataStax Enterprise,6.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cassandra-guardium/README.md
GDP,GDP 12.2,DataStax Enterprise,6.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cassandra-guardium/README.md
GDP,GDP 12.0,CockroachDB,25.4.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cockroachdb-guardium/README.md
GDP,GDP 12.1,CockroachDB,25.4.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cockroachdb-guardium/README.md
GDP,GDP 12.2,CockroachDB,25.4.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cockroachdb-guardium/README.md
