GDP_Type,GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
GDP,12.1,zLinux,zLinux Suse 12 64bit,IBM Db2,IBM Db2 11.5,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,
GDP,12.1,zLinux,zLinux Suse 15 64bit,IBM Db2,IBM Db2 11.5,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,
GDP,12.1,zLinux,zLinux Ubuntu 18.04,IBM Db2,IBM Db2 11.5,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.1,AIX,AIX 7.2,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,AIX,AIX 7.3,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,CentOS,CentOS 7x,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Red Hat,Red Hat 7,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Red Hat,Red Hat 8,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,The versions of Db2 required in order to capture UID chain using Db2 Exit is V10.1FP4 or higher.
GDP,12.1,Red Hat,Red Hat 9,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,The versions of Db2 required in order to capture UID chain using Db2 Exit is V10.1FP4 or higher.
GDP,12.1,Solaris,Solaris 10,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versionof Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,Solaris,Solaris 11.2,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,Solaris,Solaris 11.3,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,Solaris,Solaris 11.4,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP",KTAP,Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,With V11.0 Stap.  The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,Suse,Suse 12 64bit,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,Db2 Exit,,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,Suse,Suse 15 64bit,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,Db2 Exit,,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,Ubuntu,Ubuntu 16.04,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP",KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
GDP,12.1,zLinux,zLinux Red Hat 7,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,zLinux,zLinux Red Hat 8,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,The versions of Db2 required in order to capture UID chain using Db2 Exit is V10.1FP4 or higher.
GDP,12.1,zLinux,zLinux Suse 12 64bit,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,zLinux,zLinux Suse 15 64bit,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,zLinux,zLinux Ubuntu 18.04,IBM Db2,IBM Db2 9.7,"Db2 Exit, KTAP",KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,The versions of Db2 required in order to use Db2 Exit is V97FP10 or higher
